unom,T1 < min,P1 <= 0,Сильная течь в системе отопления,Протечка труб в подъезде,Течь в системе отопления,T1 > max,P2 <= 0,Температура в квартире ниже нормативной,Отсутствие отопления в доме,Температура в помещении общего пользования ниже нормативной,Аварийная протечка труб в подъезде,Крупные пожары,ID ODS,№ ОДС,ods_adress,ID УУ,Адрес,Округ,Группа,Потребитель (или УК),ЦТП,Объём поданого теплоносителя в систему ЦО,Объём обратного теплоносителя из системы ЦО,Температура подачи,Температура обратки,Наработка часов счётчика,Проект,Количество этажей,Количество подъездов,Количество квартир,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Материалы стен,Признак аварийности здания ,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Материалы кровли по БТИ,Типы жилищного фонда,Статусы МКД
19480,0,0,0,0,0,0,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",277996461.0,"Перовская ул., д. 46, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0209/042,310.4508692769953,310.10073723474176,59.57841646478873,51.59210023474177,23.99229523943662,нет данных,4.0,3.0,40.0,2694.0,2677.0,17.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19481,0,0,0,0,0,1,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",391486754.0,"Перовская ул., д. 46, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/032,94.73284367605635,91.733256314554,85.2282316431925,49.23831507511737,23.262386985915494,I-515,5.0,4.0,80.0,3567.1,3567.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19482,0,0,0,0,0,1,0,1,1,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",391484133.0,"Перовская ул., д. 46, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/032,86.81093658215961,81.52287815492959,86.81629745070424,56.73223377934272,23.22718259624413,нет данных,5.0,4.0,78.0,3631.3,3494.3,137.0,крупноблочные,нет,0.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
19483,0,0,0,0,0,1,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",277781317.0,"Перовская ул., д. 46, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/032,2.3888993114652253e+22,83.47074033416078,86.48985915492959,58.03671361502347,24.0,нет данных,5.0,4.0,80.0,3390.5,3390.5,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19484,0,0,0,0,1,1,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",435173356.0,"Перовская ул., д. 46, к. 5",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/032,80.90487914084508,78.63109319718309,86.6848160657277,51.21477184976526,23.999306549295774,нет данных,5.0,4.0,74.0,3405.0,3227.0,178.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19485,0,0,0,0,0,0,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",388095877.0,"Перовская ул., д. 48",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0209/042,149.8484494225352,149.8825534600939,59.764172169014074,51.6925996056338,23.999429192488265,нет данных,4.0,2.0,20.0,1239.8,1070.0,169.8,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19486,0,0,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,индивидуальный проект,6.0,3.0,60.0,5164.4,4184.1,980.3,кирпичные,нет,3.0,0.0,стальная,МКД,в эксплуатации
19487,0,0,0,0,0,1,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",277497411.0,"Перовская ул., д. 50, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0221/015,2.3888993114652253e+22,101.64591639049881,82.78821596244131,54.77910798122066,24.0,II-18-01/12,12.0,1.0,96.0,3607.2,3607.2,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19488,0,0,0,0,0,0,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",377156487.0,"Перовская ул., д. 50, к. 5",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0221/015,58.87418390140844,60.36012920187793,80.23513596244132,44.90942921596244,23.928008314553992,II-18-01/12,12.0,1.0,96.0,3632.9,3632.9,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19489,0,0,0,0,0,1,0,1,1,0,0,0,143495636.0,ОДС №6-Новогиреево,"город Москва, Братская улица, дом 19, корпус 1",785506145.0,"Перовская ул., д. 51",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0209/164,91.67622904663212,89.19484951295337,87.77288829015542,49.076687917098454,23.595026994818653,нет данных,5.0,6.0,81.0,5049.8,4402.6,647.2,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19490,0,0,1,0,1,0,0,1,1,0,0,0,143495636.0,ОДС №6-Новогиреево,"город Москва, Братская улица, дом 19, корпус 1",437865670.0,"Перовская ул., д. 53",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0209/164,79.1282636509434,79.01892435377358,86.40879244339622,55.00650888207548,23.936105698113206,нет данных,5.0,4.0,80.0,3379.1,3379.1,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19491,0,0,0,1,1,1,0,1,0,0,0,0,143495636.0,ОДС №6-Новогиреево,"город Москва, Братская улица, дом 19, корпус 1",1944419671.0,"Перовская ул., д. 55",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0209/164,102.76947049999998,102.73053250000001,82.77056488,63.845007304999996,21.667450000000002,КОПЭ,5.0,3.0,48.0,2556.4,1970.8,585.6,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19492,0,0,0,0,0,1,0,1,1,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",435178098.0,"Перовская ул., д. 56/55",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/029,5.063040331762119e+22,335.78484018085817,90.46711430845771,58.51945273631841,22.872693547738695,,,,,,,,,,,,,,
19493,0,0,0,0,0,1,0,1,1,0,0,0,143495636.0,ОДС №6-Новогиреево,"город Москва, Братская улица, дом 19, корпус 1",785505973.0,"Перовская ул., д. 57",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/005,109.07603203755868,110.71375600938968,82.69125494835681,49.90393393896714,22.421809666666668,нет данных,5.0,4.0,56.0,5426.6,4048.2,1378.4,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19494,0,0,0,0,1,0,0,1,1,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",246065721.0,"Перовская ул., д. 58",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/029,111.87131081220657,81.97926258685446,90.36290557276996,52.714388544600936,23.099141793427233,П-29,9.0,5.0,160.0,8098.5,6881.5,1217.0,кирпичные,нет,5.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19495,0,0,0,0,0,1,0,1,0,1,0,0,143495636.0,ОДС №6-Новогиреево,"город Москва, Братская улица, дом 19, корпус 1",391507847.0,"Перовская ул., д. 59",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/005,84.59074237089202,82.2969483568075,85.30042253521125,48.56718309859155,23.268544600938966,нет данных,5.0,4.0,65.0,5021.0,4630.0,391.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19496,0,0,0,0,0,0,0,1,1,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",391479162.0,"Перовская ул., д. 60, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/027,368.6227809577465,372.56803844131457,60.171141516431916,51.60528224413145,23.292894248826286,И-209А,14.0,1.0,94.0,5089.0,4084.4,1004.6,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19497,0,0,0,0,0,0,0,1,0,1,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",435175099.0,"Перовская ул., д. 60, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/027,183.97972641116755,185.4454550101523,56.790942766497466,44.625053898477155,23.94316325888325,И-209А,14.0,1.0,95.0,4238.1,4084.0,154.1,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19498,0,0,0,0,0,0,0,1,0,0,0,0,143495457.0,ОДС №8-Новогиреево,"город Москва, Кусковская улица, дом 27, корпус 2",391481557.0,"Перовская ул., д. 62",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/027,636.4849985352112,636.4735365305164,60.162061079812204,53.57453093427229,21.867051103286386,И-209А,14.0,1.0,96.0,4729.3,4154.5,574.8,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19499,0,0,0,0,0,0,0,1,1,1,0,0,143494695.0,ОДС №14-Новогиреево,"город Москва, Союзный проспект, дом 6, корпус 3",391470987.0,"Перовская ул., д. 73/43",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/018,518.93363042723,525.0192928403756,57.53186955399061,48.10092729577464,22.89533129577465,П-43,16.0,1.0,127.0,5891.8,5858.5,33.3,панельные,нет,1.0,1.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19500,0,0,0,0,0,0,0,1,0,0,0,0,143494672.0,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1",391525696.0,"Перовская ул., д. 75",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/026,233.6401543686747,227.27908980000004,56.776848773493974,48.92037601686747,23.159047913253016,нет данных,14.0,1.0,108.0,6912.4,5279.1,1633.3,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19514,0,0,1,0,0,0,0,1,0,0,0,0,143495160.0,ОДС №2-Сокольники,"город Москва, улица Сокольнический Вал, дом 46",785503718.0,"Песочный пер., д. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/020,401.0083076619718,390.8459323661972,55.98035015492958,48.24207591079813,22.234076990610326,индивидуальный проект,5.0,3.0,68.0,4448.0,3958.1,489.9,кирпичные,нет,3.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19959,0,0,1,0,0,1,0,1,0,0,0,0,143495262.0,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2",392963201.0,"ул. Плеханова, д. 3, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0408/006,39.241288323943664,39.21382857746479,89.73337167136148,53.7020963286385,23.072713431924882,нет данных,9.0,1.0,72.0,2863.3,2572.2,291.1,кирпичные,нет,1.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19960,0,0,0,0,0,1,0,1,0,0,0,0,143495262.0,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2",392981372.0,"ул. Плеханова, д. 3, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0408/006,81.77658095774646,80.68082725821597,89.30606463849765,60.767209596244136,23.073869051643197,нет данных,9.0,1.0,72.0,2825.0,2525.0,300.0,кирпичные,нет,1.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19961,0,0,0,0,0,1,0,1,1,0,0,0,143495262.0,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2",392965993.0,"ул. Плеханова, д. 3, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0408/006,49.43234209859155,49.290135342723,88.9155885539906,52.282688197183106,23.18792753521127,нет данных,9.0,1.0,72.0,2606.3,2519.6,86.7,кирпичные,нет,1.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19962,0,0,0,0,0,1,0,1,1,0,0,0,143495262.0,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2",448620685.0,"ул. Плеханова, д. 3, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0408/006,81.69197091061453,80.08227675418995,85.37700634636872,58.715784318435745,23.39917264804469,нет данных,9.0,1.0,72.0,2551.3,2509.8,41.5,кирпичные,нет,1.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19963,0,0,1,0,0,0,0,1,0,0,0,0,143495262.0,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2",187839031.0,"ул. Плеханова, д. 3, к. 5",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0408/090,156.24848243192488,157.42556117840377,87.56813580751172,56.448229577464794,22.919206643192492,нет данных,9.0,4.0,144.0,6194.8,6148.5,46.3,кирпичные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19964,0,0,0,0,0,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",397400105.0,"ул. Плеханова, д. 14, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,101.41101819248826,102.85754107981221,85.08065727699531,63.90887323943662,23.998122065727703,I-335,5.0,3.0,60.0,2583.0,2583.0,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19965,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",719623991.0,"ул. Плеханова, д. 14, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,52.95389524413145,54.45132775586855,95.65666666666667,52.04727699530516,23.99718309859155,I-335,5.0,3.0,60.0,2582.5,2582.5,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19966,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",403624035.0,"ул. Плеханова, д. 14, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,31.425243680751173,31.25877301877934,84.34280698122066,44.97707357276996,22.844959244131456,I-515,5.0,3.0,60.0,2581.1,2581.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19968,0,0,0,0,0,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785499517.0,"ул. Плеханова, д. 16, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/043,338.1336927793427,319.7035101220657,56.619128962441316,50.19346097183099,23.784470821596244,П-18/22,12.0,1.0,81.0,5197.4,3464.7,1732.7,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19969,0,0,0,0,1,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",719590518.0,"ул. Плеханова, д. 16, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,131.98180509868422,131.08830180921052,89.73309210526315,59.502105263157894,23.998026315789474,I-335,5.0,4.0,80.0,3516.5,3506.5,10.0,панельные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19970,0,0,0,0,0,1,0,1,1,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",721431995.0,"ул. Плеханова, д. 18, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,149.37246918779346,145.64288989201876,82.69197771830987,55.86531400469483,23.981689450704224,нет данных,5.0,6.0,119.0,5139.1,5139.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19971,0,0,0,0,0,1,0,1,1,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785501850.0,"ул. Плеханова, д. 18, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,148.88397686057692,148.94942533173077,84.23214369711538,61.12954259615385,23.227331312500002,индивидуальный проект,5.0,4.0,79.0,3576.7,3576.7,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19972,0,0,0,1,0,1,0,1,1,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",444523903.0,"ул. Плеханова, д. 18, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/011,125.65899629107982,124.13811711267606,85.97022140845071,58.01861375586854,23.019132370892017,индивидуальный проект,5.0,4.0,80.0,3536.4,3536.4,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19973,0,0,0,0,0,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785499714.0,"ул. Плеханова, д. 18, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/043,310.8524427840376,312.5682768450704,56.39375063380282,46.88198173708921,23.26654195774648,П-55,9.0,2.0,48.0,3621.5,3252.0,369.5,панельные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19974,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785503565.0,"ул. Плеханова, д. 19/18",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/026,105.63348889201878,104.67405730516431,83.31380541314554,53.93851040845071,22.940006737089202,I-515,5.0,4.0,80.0,3555.9,3522.8,33.1,панельные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
19975,0,0,0,0,0,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785501400.0,"ул. Плеханова, д. 20",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/043,226.7938857089202,218.40536971830986,56.09519847887324,46.274855967136155,23.30673231924883,П-18/22,12.0,1.0,81.0,5201.8,3485.6,1716.2,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19976,0,0,0,0,0,1,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",392854213.0,"ул. Плеханова, д. 21",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/026,74.77440947887324,74.62769586854459,87.37798198591548,58.24715830046948,22.34457296713615,индивидуальный проект,5.0,4.0,80.0,3565.9,3553.2,632.1304779315749,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19977,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",785503456.0,"ул. Плеханова, д. 22, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/009,92.2565654366197,86.26218181690139,87.80061807042252,50.86819307042254,23.969602769953056,I-515,5.0,6.0,119.0,5112.5,5112.5,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19978,0,0,0,0,0,1,0,1,1,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",403646960.0,"ул. Плеханова, д. 22, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/009,94.83700117370893,95.5313233568075,85.71948356807512,50.7556338028169,23.988732394366195,индивидуальный проект,5.0,5.0,100.0,4475.6,4475.6,0.0,из легкобетонных панелей,нет,0.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
19979,1,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",448491203.0,"ул. Плеханова, д. 22, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/009,93.15110998994976,94.13393656783919,86.90200198994977,56.685028577889454,23.204936914572865,нет данных,5.0,4.0,80.0,3510.0,3510.0,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19980,0,0,0,0,1,0,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",395663899.0,"ул. Плеханова, д. 22, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/044,227.07174295774647,225.03397336619722,58.95704188732393,45.2319440798122,23.177508572769955,П-55,9.0,2.0,48.0,3609.7,3261.0,348.7,панельные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19981,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",448549663.0,"ул. Плеханова, д. 23, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/026,84.64510893427232,84.7958044460094,91.59545778403756,57.487594084507045,23.99290272769953,нет данных,5.0,3.0,60.0,2602.0,2541.0,61.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
19982,0,0,0,0,0,1,0,1,1,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",394041404.0,"ул. Плеханова, д. 23, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/026,67.0617850657277,68.98949576525823,88.67574223474179,53.37979840375586,23.091277427230043,нет данных,5.0,3.0,56.0,3011.3,2300.3,711.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
19983,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",397348084.0,"ул. Плеханова, д. 24, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/044,219.22189749509803,220.5091863872549,59.75094614215686,48.82249038235293,23.0647405,П-18/22,12.0,1.0,81.0,4474.0,3454.0,1020.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19984,0,0,0,0,0,1,0,1,0,0,0,0,143495637.0,ОДС №6-Перово,"город Москва, улица Плеханова, дом 14, корпус 4",394724054.0,"ул. Плеханова, д. 24, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/009,73.33782185446009,73.54046315492957,88.83241897652583,53.587384117370895,23.036221070422535,I-515,5.0,4.0,79.0,3504.5,3504.5,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19987,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",393042285.0,"ул. Плеханова, д. 25, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/032,115.13850089671362,118.47194579812206,58.35756531924883,43.90841686384976,22.62182731455399,П-18/22,12.0,1.0,84.0,3626.3,3626.3,0.0,легкобетонные блоки,нет,2.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
19988,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",448551502.0,"ул. Плеханова, д. 25, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/032,183.79939904102565,185.61133313333335,60.36836776923077,49.57282894358975,23.69028946153846,П-18/22,12.0,1.0,84.0,3636.9,3636.9,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19989,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",75751755.0,"ул. Плеханова, д. 25, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/032,236.7464330234742,236.4040951455399,59.60049303286385,52.08458743192488,23.970575896713616,II-18-01/12,12.0,1.0,84.0,3616.4,3602.9,632.1304779315749,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
19990,0,0,0,0,0,0,0,1,0,0,0,0,143495396.0,ОДС №7-Перово,"город Москва, улица Плеханова, дом 25, корпус 5",785503702.0,"ул. Плеханова, д. 25, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/032,275.5370726948357,282.8706352676056,59.60942170892019,52.28053769483567,23.933639600938967,П-18/22,12.0,1.0,84.0,3626.0,3626.0,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
